"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"BEARING FBMH, 1120011","BEARING FBMH, 1120011",0,"Non-Inventory","Single",,"1120011","No","","","","","","","","","","",274.67,206,"Services","Purchases","","23 207 CLC DODGE FB-DL-107","23 207 CLC DODGE FB-DL-107",
"BEARING‐FLANGE 2B, 1027087","BEARING‐FLANGE 2B, 1027087",0,"Non-Inventory","Single",,"1027087","No","","","","","","","","","","",71.4,59.5,"Services","Purchases","","1-11/16 SFT-27G WIR RGR BH PR","1-11/16 SFT-27G WIR RGR BH PR",
"BELT ASSY 48C39 F45 PVOP 114.5L","BELT ASSY 48C39 F45 PVOP 114.5L",0,"Non-Inventory","Single","Belt:Conveyor Belt","176342-316994","No","","","","","","","","","","",2318.75,1855,"Services","Purchases","","BC-PRT-BELT-ASSY","BC-PRT-BELT-ASSY",
"BELT ASSY 48C39 SP45 SRFR 116L 12ED","BELT ASSY 48C39 SP45 SRFR 116L 12ED",0,"Non-Inventory","Single",,"65101205","No","","","","","","","","","","",2189,1860.65,"Services","Purchases","","65101205","65101205",
"BELT ASSY 48C39 SP90 SRFR 230L 24ED","BELT ASSY 48C39 SP90 SRFR 230L 24ED",0,"Non-Inventory","Single","Belt:Conveyor Belt","65101208","No","","","","","","","","","","",3141,2669.85,"Services","Purchases","","65101208","65101208",
"BELT ASSY 48C39-SP 45","BELT ASSY 48C39-SP 45",0,"Non-Inventory","Single","Belt","48C39-SP 45","No","","","","","","","","","","",2189,1860.65,"Services","Purchases","","SR-FR 116L 12ED, Serial No: 199274-328259","SR-FR 116L 12ED, Serial No: 199274-328259",
"BELT ASSY 48C39-SP90","BELT ASSY 48C39-SP90",0,"Non-Inventory","Single",,"48C39-SP90","No","","","","","","","","","","",,,"Services","Purchases","","BC-PRT-BELT-ASSY BELT ASSY 48C39 SP90 SR 229L 24ED 27","BC-PRT-BELT-ASSY BELT ASSY 48C39 SP90 SR 229L 24ED 27",
"BELT-CONVEYOR ASSY, 56-1/4""WD X 146-1/8"" LG","BELT-CONVEYOR ASSY, 56-1/4""WD X 146-1/8"" LG",0,"Non-Inventory","Single",,"5376146157-0","No","","","","","","","","","","",,,"Services","Purchases","","W/(2) NYLON GUIDES","W/(2) NYLON GUIDES",
"BELT‐CONVEYOR ‐ WDTH 3' 2‐1/4"", COLOR BLACK","BELT‐CONVEYOR ‐ WDTH 3' 2‐1/4"", COLOR BLACK",0,"Non-Inventory","Single",,"5376089539V4","No","","","","","","","","","","",442.59,354.07,"Services","Purchases","","BELT‐CONVEYOR ‐ WDTH: 3' 2‐1/4"", COLOR: BLACK, 89 5/8"" LG, FOR POSITIVELY TRACKED CONVEYOR, W/(2)  NYLON GUIDES-5376089539V4","BELT‐CONVEYOR ‐ WDTH: 3' 2‐1/4"", COLOR: BLACK, 89 5/8"" LG, FOR POSITIVELY TRACKED CONVEYOR, W/(2)  NYLON GUIDES-5376089539V4",
"BL311ZZ NTN","BL311ZZ NTN",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"BL312ZZ NTN","BL312ZZ NTN",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"BLACK BOX, LBS005A","BLACK BOX, LBS005A",0,"Non-Inventory","Single",,"LBS005A","No","","","","","","","","","","",,,"Services","Purchases","","Usb-Powered 10/100 5-Port Switch","Usb-Powered 10/100 5-Port Switch",
"BLK PVC LACED, B1013D362C","BLK PVC LACED, B1013D362C",0,"Non-Inventory","Single",,"B1013D362C","No","","","","","","","","","","",516.8,430.67,"Services","Purchases","","36in x 21ft 7.75in 2P","36in x 21ft 7.75in 2P",
"BLK PVC Laced, B1012A1E35","BLK PVC Laced, B1012A1E35",0,"Non-Inventory","Single",,"B1012A1E35","No","","","","","","","","","","",387.31,322.76,"Services","Purchases","","36in x 12ft 5in 2P","36in x 12ft 5in 2P",
"BOLT SHOULDER 5/8"" X 3"" Lg","BOLT SHOULDER 5/8"" X 3"" Lg",0,"Non-Inventory","Single",,"802355","No","","","","","","","","","","",14.99,10.32,"Services","Purchases","","802355","802355",
"BOXFEE","BOXFEE",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",25,20,"Services","Purchases","","BOXING FEE FOR SHAFTS 96"" AND OVER. PRICE PER BOX","BOXING FEE FOR SHAFTS 96"" AND OVER. PRICE PER BOX",
"BUSSMANN Fuse, AGC-1/2-R","BUSSMANN Fuse, AGC-1/2-R",0,"Non-Inventory","Single",,"AGC-1/2-R","No","","","","","","","","","","",,,"Services","Purchases","","0.50A, 10kA at 125V AC, 35A at 250V AC, Rating 500 mA","0.50A, 10kA at 125V AC, 35A at 250V AC, Rating 500 mA",
"BUSSMANN Fuse, FRS-R-150","BUSSMANN Fuse, FRS-R-150",0,"Non-Inventory","Single","Fuse","FRS-R-150","No","","","","","","","","","","",,,"Services","Purchases","","Class RK5, FRS-R Series, Time-Delay, 150 A, 600 V AC, 300 V DC, Non-Indicating","Class RK5, FRS-R Series, Time-Delay, 150 A, 600 V AC, 300 V DC, Non-Indicating",
"Balder Motor BM3558TY","Balder Motor BM3558TY",0,"Non-Inventory","Single",,"BM3558TY","No","","","","","","","","","","",,,"Services","","","2 hp, 1800 rpm, 3 ph, 230/460 V, 145T Frame",,
"Baldor CEWDM3610T 3HP","Baldor CEWDM3610T 3HP",0,"Non-Inventory","Single","Motor","CEWDM3610T","No","","","","","","","","","","",1499.99,995,"Services","Purchases","","General Purpose Washdown Duty Motor (Painted) - 3 hp, 3600 rpm, 3 ph, 230/460 V, 182TC Frame","Washdown Motor EWDM3610T , 3HP, 3450RPM, 3PH, 60HZ, 182T, TEFC, F1",
"Baldor D-Series Brake Motor, EBM3558T-D","Baldor D-Series Brake Motor, EBM3558T-D",0,"Non-Inventory","Single","Motor","EBM3558T-D","No","","","","","","","","","","",1807.12,1355.34,"Services","Purchases","","2 hp, 1800 rpm, 3 ph, 230/460 V, 145TY Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1750 rpm Base, Foot Mount, Continuous Duty","2 hp, 1800 rpm, 3 ph, 230/460 V, 145TY Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1750 rpm Base, Foot Mount, Continuous Duty",
"Baldor General Purpose Motor, CEM3558T","Baldor General Purpose Motor, CEM3558T",0,"Non-Inventory","Single","Motor","CEM3558T","No","","","","","","","","","","",778.51,648.76,"Services","Purchases","","2HP, 1750RPM, 3PH, 60HZ, 145TC, 3526M, TEFC, F1","2HP, 1750RPM, 3PH, 60HZ, 145TC, 3526M, TEFC, F1",
"Baldor General Purpose Motor, CEM3587T","Baldor General Purpose Motor, CEM3587T",0,"Non-Inventory","Single","Motor","CEM3587T","No","","","","","","","","","","",1024.3,853.58,"Services","Purchases","","2HP, 1760RPM, 3PH, 60HZ, 145TC, 0526M, TEFC, F1","2HP, 1760RPM, 3PH, 60HZ, 145TC, 0526M, TEFC, F1",
"Baldor General Purpose Motor, EBM3558T-S","Baldor General Purpose Motor, EBM3558T-S",0,"Non-Inventory","Single","Motor","EBM3558T-S","No","","","","","","","","","","",1620.27,1215.2,"Services","Purchases","","2 hp, 1800 rpm, 3 ph, 230/460 V, 145TY Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1760 rpm Base, Rigid Base Mount, Continuous Duty","2 hp, 1800 rpm, 3 ph, 230/460 V, 145TY Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1760 rpm Base, Rigid Base Mount, Continuous Duty",
"Baldor General Purpose Motor, EBM3558TY","Baldor General Purpose Motor, EBM3558TY",0,"Non-Inventory","Single","Motor","EBM3558TY","No","","","","","","","","","","",1715.61,1372.49,"Services","Purchases","","2 hp, 1800 rpm, 3 ph, 230/460 V, 145T Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1760 rpm Base","2 hp, 1800 rpm, 3 ph, 230/460 V, 145T Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1760 rpm Base",
"Baldor General Purpose Motor, EBM3611T-S","Baldor General Purpose Motor, EBM3611T-S",0,"Non-Inventory","Single","Motor","EBM3611T-S","No","","","","","","","","","","",1910.35,1432.76,"Services","Purchases","","3HP, 1760RPM, 3PH, 60HZ, 182T, 3632M, TEFC, F3","3HP, 1760RPM, 3PH, 60HZ, 182T, 3632M, TEFC, F3",
"Baldor General Purpose Motor, EM3546T","Baldor General Purpose Motor, EM3546T",0,"Non-Inventory","Single","Motor","EM3546T","No","","","","","","","","","","",704.95,528.71,"Services","Purchases","","1HP, 1770RPM, 3PH, 60HZ, 143T, 3520M, TEFC, F1","1HP, 1770RPM, 3PH, 60HZ, 143T, 3520M, TEFC, F1",
"Baldor General Purpose Motor, EM3615T","Baldor General Purpose Motor, EM3615T",0,"Non-Inventory","Single","Motor","EM3615T","No","","","","","","","","","","",803.44,658.56,"Services","Purchases","","5 hp, 1750 rpm, 3 ph, 230/460 V, 184T Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1755 rpm Base, Foot Mount, Continuous Duty","5 hp, 1750 rpm, 3 ph, 230/460 V, 184T Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1755 rpm Base, Foot Mount, Continuous Duty",
"Baldor General Purpose Motor, EM3774T","Baldor General Purpose Motor, EM3774T",0,"Non-Inventory","Single","Motor","EM3774T","No","","","","","","","","","","",1944.6,1361.22,"Services","Purchases","","10HP, 1765RPM, 3PH, 60HZ, 215T, 0748M, TEFC, F1","10HP, 1765RPM, 3PH, 60HZ, 215T, 0748M, TEFC, F1",
"Baldor General Purpose Motor, ENM3546T","Baldor General Purpose Motor, ENM3546T",0,"Non-Inventory","Single","Motor","ENM3546T","No","","","","","","","","","","",793.8,595.35,"Services","Purchases","","1HP, 1770RPM, 3PH, 60HZ, 143T, 3522M, TENV, F1","1HP, 1770RPM, 3PH, 60HZ, 143T, 3522M, TENV, F1",
"Baldor General Purpose Motor, EWDM3546","Baldor General Purpose Motor, EWDM3546",0,"Non-Inventory","Single","Motor","EWDM3546","No","","","","","","","","","","",973.46,730.1,"Services","Purchases","","1 hp, 1800 rpm, 3 ph, 230/460 V, 56 Frame, Totally Enclosed Non-Ventilated Enclosure, 60 Hz, 1770 rpm Base","1 hp, 1800 rpm, 3 ph, 230/460 V, 56 Frame, Totally Enclosed Non-Ventilated Enclosure, 60 Hz, 1770 rpm Base",
"Baldor General Purpose Motor, VEBM3558T","Baldor General Purpose Motor, VEBM3558T",0,"Non-Inventory","Single","Motor","VEBM3558T","No","","","","","","","","","","",1871.8,1403.85,"Services","Purchases","","2HP, 1750RPM, 3PH, 60HZ, 145TC, 3526M, TEFC, F1","2HP, 1750RPM, 3PH, 60HZ, 145TC, 3526M, TEFC, F1",
"Baldor General Purpose Motor, VEM3538","Baldor General Purpose Motor, VEM3538",0,"Non-Inventory","Single","Motor","VEM3538","No","","","","","","","","","","",597.41,497.84,"Services","Purchases","",".5HP, 1775RPM, 3PH, 60HZ, 56C, 3514M, TEFC, F1",".5HP, 1775RPM, 3PH, 60HZ, 56C, 3514M, TEFC, F1",
"Baldor General Purpose Motor, VEM3546","Baldor General Purpose Motor, VEM3546",0,"Non-Inventory","Single","Motor","VEM3546","No","","","","","","","","","","",731.7,548.8,"Services","Purchases","","1 hp, 1800 rpm, 3 ph, 230/460 V, 56C Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1770 rpm Base, C-Face","1 hp, 1800 rpm, 3 ph, 230/460 V, 56C Frame, Totally Enclosed Fan Cooled Enclosure, 60 Hz, 1770 rpm Base, C-Face",
"Baldor General Purpose Motor, VEM3561T","Baldor General Purpose Motor, VEM3561T",0,"Non-Inventory","Single","Motor","VEM3561T","No","","","","","","","","","","",850.25,708.54,"Services","Purchases","","3HP, 1764RPM, 3PH, 60HZ, 145TC, 3630M, TEFC, F1","3HP, 1764RPM, 3PH, 60HZ, 145TC, 3630M, TEFC, F1",
"Baldor General Purpose Motor, VEM3611T","Baldor General Purpose Motor, VEM3611T",0,"Non-Inventory","Single","Motor","VEM3611T","No","","","","","","","","","","",826.73,688.94,"Services","Purchases","","3HP, 1764RPM, 3PH, 60HZ, 182TC, 3630M, TEFC, F1","3HP, 1764RPM, 3PH, 60HZ, 182TC, 3630M, TEFC, F1",
"Baldor General Purpose Washdown Duty Motor, EWDM3554T","Baldor General Purpose Washdown Duty Motor, EWDM3554T",0,"Non-Inventory","Single","Motor","EWDM3554T","No","","","","","","","","","","",1096.29,822.22,"Services","Purchases","","1.5HP, 1770RPM, 3PH, 60HZ, 145T, 3530M, TENV, F","1.5HP, 1770RPM, 3PH, 60HZ, 145T, 3530M, TENV, F",
"Baldor General Purpose Washdown Duty Motor, EWDM3615T","Baldor General Purpose Washdown Duty Motor, EWDM3615T",0,"Non-Inventory","Single","Motor","EWDM3615T","No","","","","","","","","","","",1828.03,1371.02,"Services","Purchases","","5HP, 1750RPM, 3PH, 60HZ, 184T, 3642M, TEFC, F1","5HP, 1750RPM, 3PH, 60HZ, 184T, 3642M, TEFC, F1",
"Baldor Motor, 36A01W307","Baldor Motor, 36A01W307",0,"Non-Inventory","Single","Motor","36A01W307","No","","","","","","","","","","",1587.5,1270,"Services","Purchases","","5 HP 230/460 V 1675 RPM 60hz TEFC 3 Ph","5 HP 230/460 V 1675 RPM 60hz TEFC 3 Ph",
"Baldor, General Purpose Brake Motor, VEBM3546","Baldor, General Purpose Brake Motor, VEBM3546",0,"Non-Inventory","Single","Motor","VEBM3546","No","","","","","","","","","","",1399.99,1105.44,"Services","Purchases","","1 hp, 1800 rpm, 3 ph, 230/460 V, 56C Frame, TEFC (Totally Enclosed Fan Cooled) Enclosure, 60 Hz, 1770 rpm Base, C-Face / Footless Mount, Continuous Duty","1 hp, 1800 rpm, 3 ph, 230/460 V, 56C Frame, TEFC (Totally Enclosed Fan Cooled) Enclosure, 60 Hz, 1770 rpm Base, C-Face / Footless Mount, Continuous Duty",
"Baldor, General Purpose Motor","Baldor, General Purpose Motor",0,"Non-Inventory","Single","Motor","EM3558T","No","","","","","","","","","","",828.43,621.32,"Services","Purchases","","2HP, 1750RPM, 3PH, 60HZ, 145T, 3526M, TEFC, F1","2HP, 1750RPM, 3PH, 60HZ, 145T, 3526M, TEFC, F1",
"Baldor, General Purpose Washdown Duty Motor, VWDM3542","Baldor, General Purpose Washdown Duty Motor, VWDM3542",0,"Non-Inventory","Single","Motor","VWDM3542","No","","","","","","","","","","",758.52,568.89,"Services","Purchases","",".75/.55KWHP, 1765 1/MINRPM, 3PH, 60HZ, 56C, 3",".75/.55KWHP, 1765 1/MINRPM, 3PH, 60HZ, 56C, 3",
"Baldor-Reliance AC Motor, VM3611T","Baldor-Reliance AC Motor, VM3611T",0,"Non-Inventory","Single","Motor","VM3611T","No","","","","","","","","","","",861.99,688.94,"Services","Purchases","","3HP 1760RPM 3PH 60HZ 182TC 3631M TEFC F1","3HP 1760RPM 3PH 60HZ 182TC 3631M TEFC F1",
"Baldor-Reliance General Purpose Motor, CEM3546T","Baldor-Reliance General Purpose Motor, CEM3546T",0,"Non-Inventory","Single","Motor","CEM3546T","No","","","","","","","","","","",695.99,556.15,"Services","Purchases","","1 hp, 1800 rpm, 3 ph, 230/460 V, 143TC Frame, TEFC (Totally Enclosed Fan Cooled) Enclosure, 60 Hz, 1770 rpm Base, C-Face","1 hp, 1800 rpm, 3 ph, 230/460 V, 143TC Frame, TEFC (Totally Enclosed Fan Cooled) Enclosure, 60 Hz, 1770 rpm Base, C-Face",
"Baldor-Reliance General Purpose Motor, EM3157T","Baldor-Reliance General Purpose Motor, EM3157T",0,"Non-Inventory","Single","Motor","EM3157T","No","","","","","","","","","","",712.95,570.36,"Services","Purchases","","2 hp, 1800 rpm, 3 ph, 230/460 V, 145T Frame, OPSB (Open Slotted Band) Enclosure, 60 Hz, 1760 rpm Base, Foot Mount","2 hp, 1800 rpm, 3 ph, 230/460 V, 145T Frame, OPSB (Open Slotted Band) Enclosure, 60 Hz, 1760 rpm Base, Foot Mount",
"Baldor-Reliance, General Washdown Duty Motor, CEWDM3546","Baldor-Reliance, General Washdown Duty Motor, CEWDM3546",0,"Non-Inventory","Single","Motor","CEWDM3546","No","","","","","","","","","","",1123.08,842.31,"Services","Purchases","","1 hp, 1800 rpm, 3 ph, 230/460 V, 56C Frame, Totally Enclosed Non-Ventilated Enclosure, 60 Hz, 1770 rpm Base, C-Face","1 hp, 1800 rpm, 3 ph, 230/460 V, 56C Frame, Totally Enclosed Non-Ventilated Enclosure, 60 Hz, 1770 rpm Base, C-Face",
"Ball Bearing Hinge, PBB BB51-4540-NR2","Ball Bearing Hinge, PBB BB51-4540-NR2",0,"Non-Inventory","Single",,"PBB BB51-4540-NR2","No","","","","","","","","","","",30.2,,"Services","Purchases","","4-1/2 x 4, 5/32” Radius Corner, Non-Removable Pin, Stainless Steel Base","4-1/2 x 4, 5/32” Radius Corner, Non-Removable Pin, Stainless Steel Base",
"Ball Bearing, SR08-2RS","Ball Bearing, SR08-2RS",0,"Non-Inventory","Single","Bearings:Ball Bearing","F4S000605","No","","","","","","","","","","",6.69,,"Services","","","ø1""ID x 2""OD x 1/2W
Customer Item # M678",,
"Ball Screw SCR","Ball Screw SCR",0,"Non-Inventory","Single",,"3640979","No","","","","","","","","","","",,,"Services","Purchases","","KIT BALL SCR 3X12'4 W/NUT TPR NK","KIT BALL SCR 3X12'4 W/NUT TPR NK",
"Ball valve, 1/2, 76M-6-RT-6-B411D","Ball valve, 1/2, 76M-6-RT-6-B411D",0,"Non-Inventory","Single","Gemini Valve:Pneumatically Actuated Vavle","1/2, 76M-6-RT-6-B411D","No","","","","","","","","","","",334.99,269.08,"Services","Purchases","","1/2 inch NPT Stainless Steel Replacement Actuator
Customer item: P6601","1/2 inch NPT Stainless Steel Replacement Actuator
Customer item: P6601",
"Ballast XITANIUM LED Driver","Ballast XITANIUM LED Driver",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",,,"Services","","","75W 0.1-2.0A 54V 0-10V INT-T
Manufacturing# XI075C200V054BST1",,
"Banner Engineering Corporation, T30UXDPCQ8-85394","Banner Engineering Corporation, T30UXDPCQ8-85394",0,"Non-Inventory","Single",,"T30UXDPCQ8-85394","No","","","","","","","","","","",499.99,359.22,"Services","Purchases","","T30UX Series w/ Dual Discrete Normally Closed; Outputs with Synchronized Timing using Gray Wire; Range: 300 mm - 3 m; Input: 10-30 V dc; Outputs: 2 Independent NC PNP Fixed Field Mode; 5-pin M12 Integral QD","T30UX Series w/ Dual Discrete Normally Closed; Outputs with Synchronized Timing using Gray Wire; Range: 300 mm - 3 m; Input: 10-30 V dc; Outputs: 2 Independent NC PNP Fixed Field Mode; 5-pin M12 Integral QD",
"Battery Assembly,CompactLogix, 1769-BA","Battery Assembly,CompactLogix, 1769-BA",0,"Non-Inventory","Single",,"1769-BA","No","","","","","","","","","","",112.24,92,"Services","Purchases","","Battery Backup Program Memory and Data,3VDC @850mAh,Lithium","Battery Backup Program Memory and Data,3VDC @850mAh,Lithium",
"Bearing","Bearing",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","Purchases","",,,
"Bearing High Performance steel thrust ball bearing Steel","Bearing High Performance steel thrust ball bearing Steel",0,"Non-Inventory","Single",,"W-19","Yes","","","","","","","","","","",1,,"Sales","Cost of goods sold","","Bearing High Performance steel thrust ball bearing Steel","Bearing High Performance steel thrust ball bearing Steel",
"Bearings FL 2B, 1027085","Bearings FL 2B, 1027085",0,"Non-Inventory","Single","Bearings","1027085","No","","","","","","","","","","",89,75.65,"Services","Purchases","","1-7/16 SFT-23G WIR RGR BH PEER","1-7/16 SFT-23G WIR RGR BH PEER",
"Bearings FL 3B, 1027086","Bearings FL 3B, 1027086",0,"Non-Inventory","Single","Bearings","1027086","No","","","","","","","","","","",106,90.1,"Services","Purchases","","1-7/16 FB-23G WIR RGR BH PEER","1-7/16 FB-23G WIR RGR BH PEER",
"Belt Conveyor, Width 3' 2‐1/4"", COLOR- BLACK, 5376089539V4","Belt Conveyor, Width 3' 2‐1/4"", COLOR- BLACK, 5376089539V4",0,"Non-Inventory","Single","Belt:Conveyor Belt","5376089539V4","No","","","","","","","","","","",442.59,354.07,"Services","Purchases","","5/8"" LG, FOR POSITIVELY TRACKED CONVEYOR, W/(2)  NYLON GUIDES","5/8"" LG, FOR POSITIVELY TRACKED CONVEYOR, W/(2)  NYLON GUIDES",
"Belt, B1010C61A7","Belt, B1010C61A7",0,"Non-Inventory","Single","Belt","B1010C61A7","No","","","","","","","","","","",,9.11,"Services","Purchases","","34in Wide 03-065 Open Ended","34in Wide 03-065 Open Ended",
"Belt, B1011EEB8A","Belt, B1011EEB8A",0,"Non-Inventory","Single","Belt","B1011EEB8A","No","","","","","","","","","","",,9.64,"Services","Purchases","","36in Wide 03-065 Open Ended","36in Wide 03-065 Open Ended",
"Belt, B101586462","Belt, B101586462",0,"Non-Inventory","Single","Belt","B101586462","No","","","","","","","","","","",22.49,18.01,"Services","Purchases","","36in Wide 01-400 Open Ended
Customer Part Number: B101586462","36in Wide 01-400 Open Ended
Customer Part Number: B101586462",
"Belt, B101A75916","Belt, B101A75916",0,"Non-Inventory","Single","Belt","B101A75916","No","","","","","","","","","","",,319.5,"Services","Purchases","","38.5in W x 7ft-5.62in L VG Laced","38.5in W x 7ft-5.62in L VG Laced",
"Belt, B101DB3E9E","Belt, B101DB3E9E",0,"Non-Inventory","Single","Belt","B101DB3E9E","No","","","","","","","","","","",,245.93,"Services","Purchases","","11.25in W x 6ft-6in L VG Endless","11.25in W x 6ft-6in L VG Endless",
"Belt, B107000452","Belt, B107000452",0,"Non-Inventory","Single","Belt","B107000452","No","","","","","","","","","","",,19.23,"Services","Purchases","","34in Wide 02-382 Open Ended","34in Wide 02-382 Open Ended",
